Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Rating,Image_url,Area,Latlng
Sakae Sushi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d809499-Reviews-Sakae_Sushi-Singapore.html,"Japanese,Sushi,Asian",54,$$,"1 Hougang Street 91 Hougang 1, Singapore 538692",6563121532,"{""Sunday"":[""1130-2200""],""Monday"":[""1130-2200""],""Tuesday"":[""1130-2200""],""Wednesday"":[""1130-2200""],""Thursday"":[""1130-2200""],""Friday"":[""1130-2200""],""Saturday"":[""1130-2200""]}",2.5,https://media-cdn.tripadvisor.com/media/photo-s/05/3a/1a/4d/sakae-sushi.jpg,Pasir Ris,"1.37561464129476,103.879483534695"
Georges@The Cove,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9975803-Reviews-Georges_The_Cove-Singapore.html,Bar,89,$$,"133 Pasir Ris Road, Singapore 519149",6565850535,"{""Sunday"":[""1200-1400"",""1800-2200""],""Monday"":[""1200-1400"",""1800-2200""],""Tuesday"":[""1200-1400"",""1800-2200""],""Wednesday"":[""1200-1400"",""1800-2200""],""Thursday"":[""1200-1400"",""1800-2200""],""Friday"":[""1200-1400"",""1800-2200""],""Saturday"":[""1200-1400"",""1800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/11/f4/b4/b4/photo0jpg.jpg,Pasir Ris,"1.38520327419606,103.944559025451"
Casa Manini,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13921526-Reviews-Casa_MANINI-Singapore.html,"Italian,Vegetarian Friendly,Vegan Options",38,$$,"14B Kensington Park Road Serangoon Garden Estate Opposite Serangoon Garden Country Club, Singapore 557265",6562811286,"{""Sunday"":[""1200-1400"",""1800-2200""],""Monday"":[""1200-1400"",""1800-2200""],""Tuesday"":[""1200-1400"",""1800-2200""],""Wednesday"":[""1200-1400"",""1800-2200""],""Thursday"":[""1200-1400"",""1800-2200""],""Friday"":[""1200-1400"",""1800-2200""],""Saturday"":[""1200-1400"",""1800-2200""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/12/6d/24/6d/getlstd-property-photo.jpg,Serangoon Garden,"1.36521762678109,103.866105246253"
Shamiana North Indian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9458125-Reviews-SHAMIANA_North_Indian_Restaurant-Singapore.html,"Indian,Asian,Vegetarian Friendly",46,$$,"24 Maju Avenue Serangoon Garden Estate Serangoon Garden, Singapore 556696",6562839685,"{""Sunday"":[""1130-2230""],""Monday"":[""1130-2230""],""Tuesday"":[""1130-2230""],""Wednesday"":[""1130-2230""],""Thursday"":[""1130-2230""],""Friday"":[""1130-2230""],""Saturday"":[""1130-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1a/c1/8c/c6/it-s-good-family-restaurants.jpg,Serangoon Garden,"1.36525292408198,103.865804231727"
Baci Baci,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7937301-Reviews-Baci_Baci-Singapore.html,"Seafood,Asian,Singaporean",127,$$,"27 Lichfield Road Serangoon Garden Estate, Singapore 556847",6598207969,"{""Sunday"":[""1200-1400"",""1800-2200""],""Monday"":[""1200-1400"",""1800-2200""],""Tuesday"":[""1200-1400"",""1800-2200""],""Wednesday"":[""1200-1400"",""1800-2200""],""Thursday"":[""1200-1400"",""1800-2200""],""Friday"":[""1200-1400"",""1800-2200""],""Saturday"":[""1200-1400"",""1800-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/3d/94/c3/rocket-salad-cherry-tomatoes.jpg,Serangoon Garden,"1.36494072936387,103.870164959681"
Hougang Oyster Omelette & Fried Kway Teow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14130929-Reviews-Hougang_Oyster_Omelette_Fried_Kway_Teow-Singapore.html,"Chinese,Seafood,Asian,Singaporean",3,$,"Hougang Avenue 8 Block 435, Singapore 530435",,"{""Sunday"":[""1200-2130""],""Monday"":[""1200-2130""],""Tuesday"":[""1200-2130""],""Wednesday"":[""1200-2130""],""Thursday"":[""1200-2130""],""Friday"":[""1200-2130""],""Saturday"":[""1200-2130""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/15/1f/35/94/img20181021183250-largejpg.jpg,Hougang,"1.37752800104625,103.89360316857"
Hua Kee Hougang Famous Wanton Mee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430876-Reviews-Hua_Kee_Hougang_Famous_Wanton_Mee-Singapore.html,Asian,16,$,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-10/11/12, Old Airport Road Food Centre, Singapore 390051",,"{""Sunday"":[""1100-1800""],""Monday"":[""1100-1800""],""Tuesday"":[""1100-1800""],""Wednesday"":[""1100-1800""],""Thursday"":[""1100-1800""],""Friday"":[""1100-1800""],""Saturday"":[""1100-1800""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/10/35/6a/dd/photo2jpg.jpg,Hougang,"1.3082518471287,103.88580870609"
Soup Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423837-Reviews-Soup_Restaurant_Hougang_Mall-Singapore.html,"Chinese,Asian,Soups,Singaporean",8,$$,"90 Hougang Avenue 10 Hougang Mall 10 #02-21 Hougang Mall, Singapore 538766",6563866188,"{""Sunday"":[""1130-2300""],""Monday"":[""1130-1430"",""1730-2300""],""Tuesday"":[""1130-1430"",""1730-2300""],""Wednesday"":[""1130-1430"",""1730-2300""],""Thursday"":[""1130-1430"",""1730-2300""],""Friday"":[""1130-1430"",""1730-2300""],""Saturday"":[""1130-2300""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/1a/68/c1/41/their-signature-dish.jpg,Hougang,"1.37248308734511,103.893788141349"
House of Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9752334-Reviews-House_of_Seafood-Singapore.html,"Chinese,Seafood,Asian",189,$$,"3 Punggol Point Road The Punggol Settlement The Punggol Settlement #01-01/02, Singapore 828617",6564669000,"{""Sunday"":[""1100-1400"",""1700-2300""],""Monday"":[""1100-1400"",""1700-2300""],""Tuesday"":[""1100-1400"",""1700-2300""],""Wednesday"":[""1100-1400"",""1700-2300""],""Thursday"":[""1100-1400"",""1700-2300""],""Friday"":[""1100-1400"",""1700-2300""],""Saturday"":[""1100-1400"",""1700-2300""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/1c/da/cf/26/house-of-seafood.jpg,Punggol,"1.42088392750942,103.912199519838"
HENRI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23900971-Reviews-HENRI-Singapore.html,"French,European",2,$$,"48 Pekin Street, Singapore 048778",6586904927,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/22/c9/c9/12/henri-is-a-french-wine.jpg,Punggol,"1.28317011450092,103.848753557142"
Durian Empire,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15099586-Reviews-Durian_Empire_Punggol-Singapore.html,Singaporean,20,$$,"168 Punggol Field, Punggol Plaza Basement 1 Atrium, Singapore 820168",6597671519,"{""Sunday"":[""1730-2230""],""Monday"":[""1730-2230""],""Tuesday"":[""1730-2230""],""Wednesday"":[""1730-2230""],""Thursday"":[""1730-2230""],""Friday"":[""1730-2230""],""Saturday"":[""1730-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-p/15/fd/90/ec/durian-empire-punggol.jpg,Punggol,"1.39417447299355,103.913120037036"
Canopy Garden Dining,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1627339-Reviews-Canopy_Garden_Dining-Singapore.html,"Cafe,European,Vegetarian Friendly",420,$$,"1382 Ang Mo Kio Ave 1 Bishan Park II, Singapore 569931",6565561533,"{""Sunday"":[""0800-0000""],""Monday"":[""0900-0000""],""Tuesday"":[""0900-0000""],""Wednesday"":[""0900-0000""],""Thursday"":[""0900-0000""],""Friday"":[""0900-0000""],""Saturday"":[""0800-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/08/46/a8/45/canopy-garden-dining.jpg,Bishan ,"1.36254435617194,103.847493235976"
Ambush,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5812543-Reviews-Ambush-Singapore.html,European,115,$$,"9 Bishan Place Junction 8 Shopping Centre #02-19/20/27 Junction 8 Shopping Centre, Singapore 579837",6563533960,"{""Sunday"":[""0900-2200""],""Monday"":[],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""0900-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/14/41/a3/e9/photo2jpg.jpg,Bishan ,"1.3501820033849,103.848515664081"
GRUB,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4875862-Reviews-GRUB-Singapore.html,"Bar,Cafe,Contemporary",444,$$,"510 Ang Mo Kio Avenue 1, Singapore 569983",6588919298,"{""Sunday"":[""0900-2230""],""Monday"":[""1100-1500"",""1730-2230""],""Tuesday"":[""1100-1500"",""1730-2230""],""Wednesday"":[""1100-1500"",""1730-2230""],""Thursday"":[""1100-1500"",""1730-2230""],""Friday"":[""1100-1500"",""1730-2230""],""Saturday"":[""0900-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/11/f7/6a/4b/deluxe-cheeseburger.jpg,Bishan ,"1.36498435958942,103.83562555183"
Boon Tong Kee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6689097-Reviews-Boon_Tong_Kee-Singapore.html,"Chinese,Asian,Singaporean",41,$$,"Blk 233 Ang Mo Kio Avenue 3 #01-1194 Kebun Baru Palm View, Singapore 560233",6564572696,"{""Sunday"":[""1100-1700"",""1730-0530""],""Monday"":[""1100-1700"",""1730-0530""],""Tuesday"":[""1100-1700"",""1730-0530""],""Wednesday"":[""1100-1700"",""1730-0530""],""Thursday"":[""1100-1700"",""1730-0530""],""Friday"":[""1100-1700"",""1730-0530""],""Saturday"":[""1100-1700"",""1730-0530""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/44/be/4f/braised-beancurd-with.jpg,Ang Mo Kio,"1.36754924977907,103.836740628478"
Bliss Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1008584-Reviews-Bliss_Restaurant-Singapore.html,"Steakhouse,Bar,Asian",40,$$,"6 Ang Mo Kio Street 53 #01-01 Cheng San Community Club Cheng San Community Club, Singapore 569205",6562803389,"{""Sunday"":[""1700-0000""],""Monday"":[""1700-0000""],""Tuesday"":[""1700-0000""],""Wednesday"":[""1700-0000""],""Thursday"":[""1700-0000""],""Friday"":[""1700-0000""],""Saturday"":[""1700-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/99/9a/c7/caesar-chicken.jpg,Ang Mo Kio,"1.37178045438826,103.849569974207"
Soup Spoon,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23129468-Reviews-Soup_Spoon_Ang_Mo_Kio_Hub-Singapore.html,"Cafe,Deli",1,$$,"53 Ang Mo Kio Ave 3, Singapore, Singapore 569933",6567539000,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1c/98/dc/45/soup-spoon-ang-mo-kio.jpg,Ang Mo Kio,"1.36923561405404,103.848693181185"
Buddy Hoagies,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430668-Reviews-Buddy_Hoagies_Bukit_Timah-Singapore.html,Western,24,$$,"170 Upper Bukit Timah Road Bukit Timah Shopping Centre #B1-05 Bt Timah Shopping Centre, Singapore 588179",6564661505,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-w/1c/4c/3b/1f/photo0jpg.jpg,Upper Bukit Timah,"1.34316475341698,103.776031354379"
Acqua e Farina,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11950833-Reviews-Acqua_e_Farina-Singapore.html,"Italian,Pizza,Vegetarian Friendly",103,$$,"400 Upper Bukit Timah Road Rail Mall, Singapore 678050",6564620926,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/23/07/ab/photo1jpg.jpg,Upper Bukit Timah,"1.35813136149796,103.767849779267"
Boulangerie Asanoya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8412178-Reviews-Boulangerie_Asanoya_Bukit_Timah-Singapore.html,"Bakeries,French,Japanese",3,$,"913 Bukit Timah Road Tan Chong Motor Centre next to Tan Chong Motors, Singapore 589623",6567038713,"{""Sunday"":[""1100-1800""],""Monday"":[""1100-1800""],""Tuesday"":[""1100-1800""],""Wednesday"":[""1100-1800""],""Thursday"":[""1100-1800""],""Friday"":[""1100-1800""],""Saturday"":[""1100-1800""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/08/63/3b/0f/yummy-baked-goodies.jpg,Upper Bukit Timah,"1.33328473722755,103.788187738204"
Dario,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7802954-Reviews-Dario-Singapore.html,"Italian,Pizza,European",47,$$,"6 Clementi Road Jk Village, Singapore 129741",6594460253,"{""Sunday"":[],""Monday"":[],""Tuesday"":[],""Wednesday"":[],""Thursday"":[],""Friday"":[],""Saturday"":[]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/0b/6e/cd/75/excellent-quattro-stagioni.jpg,Clementi Park,"1.29257459183452,103.768382970605"
Chin Huat Live Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424291-Reviews-Chin_Huat_Live_Seafood-Singapore.html,"Chinese,Seafood,Asian",130,$$,"105 Clementi Street 12 Sunset Way Residence 12 #01-30, Singapore 120105",6567787198,"{""Sunday"":[""1130-1430"",""1700-2230""],""Monday"":[""1130-1430"",""1700-2230""],""Tuesday"":[""1130-1430"",""1700-2230""],""Wednesday"":[""1130-1430"",""1700-2230""],""Thursday"":[""1130-1430"",""1700-2230""],""Friday"":[""1130-1430"",""1700-2230""],""Saturday"":[""1130-1430"",""1700-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/12/4e/2f/f9/recommended-by-the-local.jpg,Clementi Park,"1.32271179028812,103.76988810369"
W39 Bistro & Bakery,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421293-Reviews-W39_Bistro_Bakery-Singapore.html,"Cafe,Vegetarian Friendly,Vegan Options",89,$$,"39 Jalan Mas Puteh Pasir Panjang Gardens, Singapore 128637",6596465372,"{""Sunday"":[""0900-2200""],""Monday"":[],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""0900-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/93/24/10/img-20171223-165719-506.jpg,Clementi Park,"1.30845009989957,103.762393859373"
Ulu Ulu Safari Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338896-Reviews-Ulu_Ulu_Safari_Restaurant-Singapore.html,"Indian,Asian,Singaporean",136,$$,"80 Mandai Lake Road Singapore Zoological Gardens Night Safari, Singapore 729826",6562693411,"{""Sunday"":[""1730-2300""],""Monday"":[""1730-2300""],""Tuesday"":[""1730-2300""],""Wednesday"":[""1730-2300""],""Thursday"":[""1730-2300""],""Friday"":[""1730-2300""],""Saturday"":[""1730-2300""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/11/71/13/3f/enjoy-singapore-s-all.jpg,Ulu Pandan,"1.4052369741867,103.788323242853"
Legacy Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10425224-Reviews-Legacy_Seafood-Singapore.html,"Chinese,Seafood,Asian",57,$$,"10 Science Centre Road #01-23, Singapore 609079",6568972881,"{""Sunday"":[""1100-2130""],""Monday"":[""1100-2130""],""Tuesday"":[""1100-2130""],""Wednesday"":[""1100-2130""],""Thursday"":[""1100-2130""],""Friday"":[""1100-2130""],""Saturday"":[""1100-2130""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/17/bb/8c/94/mango-salad.jpg,Jurong,"1.33121770976014,103.737178601517"
Ichiban Sushi (Jurong Point),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1200320-Reviews-Ichiban_Sushi_Jurong_Point-Singapore.html,"Japanese,Sushi,Asian",31,$$,"1 Jurong West Central 2 Jurong Point, Singapore 648886",6563971242,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/19/fe/b5/8c/photo0jpg.jpg,Jurong,"1.33973886612177,103.706789553588"
Kotobuki Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d938745-Reviews-Kotobuki_Restaurant_Jurong-Singapore.html,"Japanese,Asian",22,$$,"3 Yuan Ching Road Floor 3 Unit 01 02A, Singapore 618642",6562612272,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/1c/c5/d3/bf/img-20210323-143720-largejpg.jpg,Jurong,"1.32554465969069,103.725574633362"
Captain's Table,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9701746-Reviews-Captain_s_Table-Singapore.html,"Chinese,Asian,Cantonese",13,$$,"10 Tuas West Drive, Singapore 638404",6568692288,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/91/19/9f/coffee-pork-ribs.jpg,Tuas,"1.34151411430782,103.635170652831"
Marina Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146795-Reviews-Marina_Bistro-Singapore.html,Western,49,$$,"10 Tuas West Road Raffles Marina, Singapore 638377",6568818000,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-f/19/0f/f6/ef/marina-bistro-raffles.jpg,Tuas,"1.33555153012785,103.644589591582"
Le Petit Chef,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19113494-Reviews-Le_Petit_Chef_Singapore-Singapore.html,"Chinese,Indian,Asian",126,$$$,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211",6597190314,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/be/29/4f/le-petit-chef-singapore.jpg,Tuas,"1.30637300291267,103.833257176622"
New Ubin Seafood Zhongshan Park,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15601612-Reviews-New_Ubin_Seafood_Zhongshan_Park-Singapore.html,"Chinese,Seafood,Asian",78,$$,"16 Ah Hood Road Ramada Singapore At Zhongshan Park Ramada by Wyndham Singapore at Zhongshan Park, Singapore 329982",6597406870,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/15/b6/23/a5/garlic-baked-crab.jpg,Hillview,"1.32708485462602,103.846476460209"
Al Ameen Food Court,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424125-Reviews-Al_Ameen_Food_Court-Singapore.html,Halal,11,$$,"5 Chu Lin Road Bamboo Grove Park Bamboo Grove Park, Singapore 669893",6564621996,"{""Sunday"":[""1100-1430"",""1800-2030""],""Monday"":[""1100-1430"",""1800-2030""],""Tuesday"":[""1100-1430"",""1800-2030""],""Wednesday"":[""1100-1430"",""1800-2030""],""Thursday"":[""1100-1430"",""1800-2030""],""Friday"":[""1100-1430"",""1800-2030""],""Saturday"":[""1100-1430"",""1800-2030""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/11/f6/cd/ce/photo0jpg.jpg,Hillview,"1.35766515414805,103.760577325737"
Cacio e Pepe Cucina Italiana,tripadvisor.com.sg/Restaurant_Review-g294265-d2639760-Reviews-Cacio_e_Pepe_Cucina_Italiana-Singapore.html,"Italian,Pizza,European",36,$$,"3 Chu Lin Road Bamboo Grove Park, Singapore 669890",6567603534,"{""Sunday"":[""1100-1430"",""1800-2030""],""Monday"":[""1100-1430"",""1800-2030""],""Tuesday"":[""1100-1430"",""1800-2030""],""Wednesday"":[""1100-1430"",""1800-2030""],""Thursday"":[""1100-1430"",""1800-2030""],""Friday"":[""1100-1430"",""1800-2030""],""Saturday"":[""1100-1430"",""1800-2030""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0e/ab/fd/af/photo1jpg.jpg,Hillview,"1.35771602834955,103.760610031964"
Acqua e Farina,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11950833-Reviews-Acqua_e_Farina-Singapore.html,"Italian,PizzaVegetarian Friendly",103,$$,"400 Upper Bukit Timah Road Rail Mall, Singapore 678050",6564620926,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/23/07/ab/photo1jpg.jpg,Bukit Panjang,"1.35813136149796,103.767849779267"
Spize,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877078-Reviews-Spize-Singapore.html,"Asian,Vegetarian Friendly,Halal",266,$$,"131 Rifle Range Road #03-04, Temasek Club, Singapore 588406",6567219474,"{""Sunday"":[""0800-2300""],""Monday"":[""0800-2300""],""Tuesday"":[""0800-2300""],""Wednesday"":[""0800-2300""],""Thursday"":[""0800-2300""],""Friday"":[""0800-2300""],""Saturday"":[""0800-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/0f/71/a9/c1/dinning-area.jpg,Bukit Panjang,"1.34651918177788,103.780960180418"
Rappu Handroll Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23893684-Reviews-RAPPU_Handroll_Bar-Singapore.html,"Japanese,Bar,Sushi,Pub",1,$$,"52 Duxton Road, Singapore 089516",,"{""Sunday"":[""1145-1430"",""1800-2230""],""Monday"":[""1800-2230""],""Tuesday"":[""1145-1430"",""1800-2230""],""Wednesday"":[""1145-1430"",""1800-2230""],""Thursday"":[""1145-1430"",""1800-2230""],""Friday"":[""1145-1430"",""1800-2230""],""Saturday"":[""1145-1430"",""1800-2230""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/22/bd/77/2b/rappu-is-a-handroll-bar.jpg,Bukit Panjang,"1.27821892887886,103.843345507949"
Amber West Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11747195-Reviews-Amber_West_Restaurant-Singapore.html,"French,International,Asian",13,$$,"1 Choa Chu Kang Grove Ite College West Blk 2, Level 4, ITE College West, Singapore 688236",6564310178,"{""Sunday"":[],""Monday"":[""1200-1430""],""Tuesday"":[""1200-1430"",""1800-2030""],""Wednesday"":[""1200-1430"",""1800-2030""],""Thursday"":[""1200-1430"",""1800-2030""],""Friday"":[""1200-1430"",""1800-2030""],""Saturday"":[]}",4.5,https://media-cdn.tripadvisor.com/media/photo-w/1a/ab/fa/32/let-our-chefs-whip-you.jpg,Choa Chu Kang,"1.37490650898361,103.752233735193"
Chhon Seng Hng Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8786750-Reviews-Choon_Seng_Hng_Restaurant-Singapore.html,Chinese,10,$$,"1 Choa Chu Kang Grove Ite College West Ite College West 02-02, Singapore 688236",,"{""Sunday"":[""0900-1800""],""Monday"":[""0900-1800""],""Tuesday"":[""0900-1800""],""Wednesday"":[""0900-1800""],""Thursday"":[""0900-1800""],""Friday"":[""0900-1800""],""Saturday"":[""0900-1800""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/1a/20/55/photo1jpg.jpg,Choa Chu Kang,"1.37490650898361,103.752233735193"
Yan Palace Restaurant,tripadvisor.com.sg/Restaurant_Review-g294265-d5583593-Reviews-Yan_Palace_Restaurant-Singapore.html,"Chinese,Asian,Cantonese",22,$$,"81 Choa Chu Kang Way Warren Golf & Country Club, Singapore 688263",6567606616,"{""Sunday"":[""1000-1415"",""1830-2200""],""Monday"":[""1100-1415"",""1830-2200""],""Tuesday"":[""1100-1415"",""1830-2200""],""Wednesday"":[""1100-1415"",""1830-2200""],""Thursday"":[""1100-1415"",""1830-2200""],""Friday"":[""1100-1415"",""1830-2200""],""Saturday"":[""1100-1415"",""1830-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/31/22/db/deep-fried-oyster-broccoli.jpg,Choa Chu Kang,"1.38415972868742,103.737148437918"
The Co-op,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19007527-Reviews-The_Co_op_Bukit_Batok-Singapore.html,"Italian,Mexican,American",2,$$,"2 Bukit Batok West Avenue 7 #01-07 A/B HomeTeamNS Bukit Batok, Singapore 659003",6562582843,"{""Sunday"":[""1200-2200""],""Monday"":[""1200-2200""],""Tuesday"":[""1200-2200""],""Wednesday"":[""1200-2200""],""Thursday"":[""1200-2200""],""Friday"":[""1200-2200""],""Saturday"":[""1200-2200""]}",2.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/56/67/01/sharing-is-caring.jpg,Bukit Batok,"1.36577391240463,103.748520902563"
Sarpino's Pizzeria,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423939-Reviews-Sarpino_s_Pizzeria_Bukit_Batok-Singapore.html,Pizza,5,$$,"11 Chu Lin Road Bamboo Grove Park, Singapore 669902",6562626767,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",2.5,https://media-cdn.tripadvisor.com/media/photo-s/11/ec/93/19/new-logo.jpg,Bukit Batok,"1.35754109231251,103.760408831478"
