Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Ratings,Image_url,Area
Hougang Oyster Omelette & Fried Kway Teow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14130929-Reviews-Hougang_Oyster_Omelette_Fried_Kway_Teow-Singapore.html,"Chinese,Seafood,Asian,Singaporean",3,$,"Hougang Avenue 8 Block 435, Singapore 530435 Singapore",,"{""Sunday"":[""1200-2130""],""Monday"":[""1200-2130""],""Tuesday"":[""1200-2130""],""Wednesday"":[""1200-2130""],""Thursday"":[""1200-2130""],""Friday"":[""1200-2130""],""Saturday"":[""1200-2130""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/15/1f/35/94/img20181021183250-largejpg.jpg,Hougang
Hua Kee Hougang Famous Wanton Mee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430876-Reviews-Hua_Kee_Hougang_Famous_Wanton_Mee-Singapore.html,Asian,16,$,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-10/11/12, Old Airport Road Food Centre, Singapore 390051 Singapore",,"{""Sunday"":[""1100-1800""],""Monday"":[""1100-1800""],""Tuesday"":[""1100-1800""],""Wednesday"":[""1100-1800""],""Thursday"":[""1100-1800""],""Friday"":[""1100-1800""],""Saturday"":[""1100-1800""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/10/35/6a/dd/photo2jpg.jpg,Hougang
Soup Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423837-Reviews-Soup_Restaurant_Hougang_Mall-Singapore.html,"Chinese,Asian,Soups,Singaporean",8,$$,"90 Hougang Avenue 10 Hougang Mall 10 #02-21 Hougang Mall, Singapore 538766 Singapore",6563866188,"{""Sunday"":[""1130-2300""],""Monday"":[""1130-1430"",""1730-2300""],""Tuesday"":[""1130-1430"",""1730-2300""],""Wednesday"":[""1130-1430"",""1730-2300""],""Thursday"":[""1130-1430"",""1730-2300""],""Friday"":[""1130-1430"",""1730-2300""],""Saturday"":[""1130-2300""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/1a/68/c1/41/their-signature-dish.jpg,Hougang
House of Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9752334-Reviews-House_of_Seafood-Singapore.html,"Chinese,Seafood,Asian",189,$$,"3 Punggol Point Road The Punggol Settlement The Punggol Settlement #01-01/02, Singapore 828617 Singapore",6564669000,"{""Sunday"":[""1100-1400"",""1700-2300""],""Monday"":[""1100-1400"",""1700-2300""],""Tuesday"":[""1100-1400"",""1700-2300""],""Wednesday"":[""1100-1400"",""1700-2300""],""Thursday"":[""1100-1400"",""1700-2300""],""Friday"":[""1100-1400"",""1700-2300""],""Saturday"":[""1100-1400"",""1700-2300""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/1c/da/cf/26/house-of-seafood.jpg,Punggol
HENRI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23900971-Reviews-HENRI-Singapore.html,"French,European",2,$$,"48 Pekin Street, Singapore 048778 Singapore",6586904927,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/22/c9/c9/12/henri-is-a-french-wine.jpg,Punggol
Durian Empire,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15099586-Reviews-Durian_Empire_Punggol-Singapore.html,,20,$$,"168 Punggol Field, Punggol Plaza Basement 1 Atrium, Singapore 820168 Singapore",6597671519,"{""Sunday"":[""1730-2230""],""Monday"":[""1730-2230""],""Tuesday"":[""1730-2230""],""Wednesday"":[""1730-2230""],""Thursday"":[""1730-2230""],""Friday"":[""1730-2230""],""Saturday"":[""1730-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-p/15/fd/90/ec/durian-empire-punggol.jpg,Punggol
Canopy Garden Dining,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1627339-Reviews-Canopy_Garden_Dining-Singapore.html,"Cafe,European,Vegetarian Friendly",420,$$,"1382 Ang Mo Kio Ave 1 Bishan Park II, Singapore 569931 Singapore",6565561533,"{""Sunday"":[""0800-0000""],""Monday"":[""0900-0000""],""Tuesday"":[""0900-0000""],""Wednesday"":[""0900-0000""],""Thursday"":[""0900-0000""],""Friday"":[""0900-0000""],""Saturday"":[""0800-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/08/46/a8/45/canopy-garden-dining.jpg,Bishan 
Ambush,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5812543-Reviews-Ambush-Singapore.html,European,115,$$,"9 Bishan Place Junction 8 Shopping Centre #02-19/20/27 Junction 8 Shopping Centre, Singapore 579837 Singapore",6563533960,"{""Sunday"":[""0900-2200""],""Monday"":[],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""0900-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/14/41/a3/e9/photo2jpg.jpg,Bishan 
GRUB,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4875862-Reviews-GRUB-Singapore.html,"Bar,Cafe,Contemporary",444,$$,"510 Ang Mo Kio Avenue 1, Singapore 569983 Singapore",6588919298,"{""Sunday"":[""0900-2230""],""Monday"":[""1100-1500"",""1730-2230""],""Tuesday"":[""1100-1500"",""1730-2230""],""Wednesday"":[""1100-1500"",""1730-2230""],""Thursday"":[""1100-1500"",""1730-2230""],""Friday"":[""1100-1500"",""1730-2230""],""Saturday"":[""0900-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/11/f7/6a/4b/deluxe-cheeseburger.jpg,Bishan 
Boon Tong Kee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6689097-Reviews-Boon_Tong_Kee-Singapore.html,"Chinese,Asian,Singaporean",41,$$,"Blk 233 Ang Mo Kio Avenue 3 #01-1194 Kebun Baru Palm View, Singapore 560233 Singapore",6564572696,"{""Sunday"":[""1100-1700"",""1730-0530""],""Monday"":[""1100-1700"",""1730-0530""],""Tuesday"":[""1100-1700"",""1730-0530""],""Wednesday"":[""1100-1700"",""1730-0530""],""Thursday"":[""1100-1700"",""1730-0530""],""Friday"":[""1100-1700"",""1730-0530""],""Saturday"":[""1100-1700"",""1730-0530""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/44/be/4f/braised-beancurd-with.jpg,Ang Mo Kio
Bliss Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1008584-Reviews-Bliss_Restaurant-Singapore.html,"Steakhouse,Bar,Asian",40,$$,"6 Ang Mo Kio Street 53 #01-01 Cheng San Community Club Cheng San Community Club, Singapore 569205 Singapore",6562803389,"{""Sunday"":[""1700-0000""],""Monday"":[""1700-0000""],""Tuesday"":[""1700-0000""],""Wednesday"":[""1700-0000""],""Thursday"":[""1700-0000""],""Friday"":[""1700-0000""],""Saturday"":[""1700-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/99/9a/c7/caesar-chicken.jpg,Ang Mo Kio
Soup Spoon,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23129468-Reviews-Soup_Spoon_Ang_Mo_Kio_Hub-Singapore.html,"Cafe,Deli",1,$$,"53 Ang Mo Kio Ave 3, Singapore, Singapore 569933 Singapore",6567539000,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1c/98/dc/45/soup-spoon-ang-mo-kio.jpg,Ang Mo Kio
Buddy Hoagies,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430668-Reviews-Buddy_Hoagies_Bukit_Timah-Singapore.html,Western,24,$$,"170 Upper Bukit Timah Road Bukit Timah Shopping Centre #B1-05 Bt Timah Shopping Centre, Singapore 588179 Singapore",6564661505,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-w/1c/4c/3b/1f/photo0jpg.jpg,Upper Bukit Timah
Acqua e Farina,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11950833-Reviews-Acqua_e_Farina-Singapore.html,"Italian,Pizza,Vegetarian Friendly",103,$$,"400 Upper Bukit Timah Road Rail Mall, Singapore 678050 Singapore",6564620926,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/23/07/ab/photo1jpg.jpg,Upper Bukit Timah
Boulangerie Asanoya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8412178-Reviews-Boulangerie_Asanoya_Bukit_Timah-Singapore.html,"Bakeries,French,Japanese",3,$,"913 Bukit Timah Road Tan Chong Motor Centre next to Tan Chong Motors, Singapore 589623 Singapore",6567038713,"{""Sunday"":[""1100-1800""],""Monday"":[""1100-1800""],""Tuesday"":[""1100-1800""],""Wednesday"":[""1100-1800""],""Thursday"":[""1100-1800""],""Friday"":[""1100-1800""],""Saturday"":[""1100-1800""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/08/63/3b/0f/yummy-baked-goodies.jpg,Upper Bukit Timah
Dario,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7802954-Reviews-Dario-Singapore.html,"Italian,Pizza,European",47,$$,"6 Clementi Road Jk Village, Singapore 129741 Singapore",6594460253,"{""Sunday"":[""""],""Monday"":[""""],""Tuesday"":[""""],""Wednesday"":[""""],""Thursday"":[""""],""Friday"":[""""],""Saturday"":[""""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/0b/6e/cd/75/excellent-quattro-stagioni.jpg,Clementi Park
Chin Huat Live Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424291-Reviews-Chin_Huat_Live_Seafood-Singapore.html,"Chinese,Seafood,Asian",130,$$,"105 Clementi Street 12 Sunset Way Residence 12 #01-30, Singapore 120105 Singapore",6567787198,"{""Sunday"":[""1130-1430"",""1700-2230""],""Monday"":[""1130-1430"",""1700-2230""],""Tuesday"":[""1130-1430"",""1700-2230""],""Wednesday"":[""1130-1430"",""1700-2230""],""Thursday"":[""1130-1430"",""1700-2230""],""Friday"":[""1130-1430"",""1700-2230""],""Saturday"":[""1130-1430"",""1700-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/12/4e/2f/f9/recommended-by-the-local.jpg,Clementi Park
W39 Bistro & Bakery,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421293-Reviews-W39_Bistro_Bakery-Singapore.html,"Cafe,Vegetarian Friendly,Vegan Options",89,$$,"39 Jalan Mas Puteh Pasir Panjang Gardens, Singapore 128637 Singapore",6596465372,"{""Sunday"":[""0900-2200""],""Monday"":[],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""0900-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/93/24/10/img-20171223-165719-506.jpg,Clementi Park
Ulu Ulu Safari Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338896-Reviews-Ulu_Ulu_Safari_Restaurant-Singapore.html,"Indian,Asian,Singaporean",136,$$,"80 Mandai Lake Road Singapore Zoological Gardens Night Safari, Singapore 729826 Singapore",6562693411,"{""Sunday"":[""1730-2300""],""Monday"":[""1730-2300""],""Tuesday"":[""1730-2300""],""Wednesday"":[""1730-2300""],""Thursday"":[""1730-2300""],""Friday"":[""1730-2300""],""Saturday"":[""1730-2300""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/11/71/13/3f/enjoy-singapore-s-all.jpg,Ulu Pandan
Legacy Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10425224-Reviews-Legacy_Seafood-Singapore.html,"Chinese,Seafood,Asian",57,$$,"10 Science Centre Road #01-23, Singapore 609079 Singapore",6568972881,"{""Sunday"":[""1100-2130""],""Monday"":[""1100-2130""],""Tuesday"":[""1100-2130""],""Wednesday"":[""1100-2130""],""Thursday"":[""1100-2130""],""Friday"":[""1100-2130""],""Saturday"":[""1100-2130""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/17/bb/8c/94/mango-salad.jpg,Jurong
Ichiban Sushi (Jurong Point),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1200320-Reviews-Ichiban_Sushi_Jurong_Point-Singapore.html,"Japanese,Sushi,Asian",31,$$,"1 Jurong West Central 2 Jurong Point, Singapore 648886 Singapore",6563971242,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/19/fe/b5/8c/photo0jpg.jpg,Jurong
Kotobuki Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d938745-Reviews-Kotobuki_Restaurant_Jurong-Singapore.html,"Japanese,Asian",22,$$,"3 Yuan Ching Road Floor 3 Unit 01 02A, Singapore 618642 Singapore",6562612272,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/1c/c5/d3/bf/img-20210323-143720-largejpg.jpg,Jurong
Captain's Table,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9701746-Reviews-Captain_s_Table-Singapore.html,"Chinese,Asian,Cantonese",13,$$,"10 Tuas West Drive, Singapore 638404 Singapore",6568692288,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/91/19/9f/coffee-pork-ribs.jpg,Tuas
Marina Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146795-Reviews-Marina_Bistro-Singapore.html,Western,49,$$,"10 Tuas West Road Raffles Marina, Singapore 638377 Singapore",6568818000,"{""Sunday"":[""0800-2200""],""Monday"":[""0800-2200""],""Tuesday"":[""0800-2200""],""Wednesday"":[""0800-2200""],""Thursday"":[""0800-2200""],""Friday"":[""0800-2200""],""Saturday"":[""0800-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-f/19/0f/f6/ef/marina-bistro-raffles.jpg,Tuas
Le Petit Chef,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19113494-Reviews-Le_Petit_Chef_Singapore-Singapore.html,"Chinese,Indian,Asian",126,$$$,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore",6597190314,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/be/29/4f/le-petit-chef-singapore.jpg,Tuas
New Ubin Seafood Zhongshan Park,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15601612-Reviews-New_Ubin_Seafood_Zhongshan_Park-Singapore.html,"Chinese,Seafood,Asian",78,$$,"16 Ah Hood Road Ramada Singapore At Zhongshan Park Ramada by Wyndham Singapore at Zhongshan Park, Singapore 329982 Singapore",6597406870,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/15/b6/23/a5/garlic-baked-crab.jpg,Hillview
Al Ameen Food Court,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424125-Reviews-Al_Ameen_Food_Court-Singapore.html,Halal,11,$$,"5 Chu Lin Road Bamboo Grove Park Bamboo Grove Park, Singapore 669893 Singapore",6564621996,"{""Sunday"":[""1100-1430"",""1800-2030""],""Monday"":[""1100-1430"",""1800-2030""],""Tuesday"":[""1100-1430"",""1800-2030""],""Wednesday"":[""1100-1430"",""1800-2030""],""Thursday"":[""1100-1430"",""1800-2030""],""Friday"":[""1100-1430"",""1800-2030""],""Saturday"":[""1100-1430"",""1800-2030""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-p/11/f6/cd/ce/photo0jpg.jpg,Hillview
Cacio e Pepe Cucina Italiana,tripadvisor.com.sg/Restaurant_Review-g294265-d2639760-Reviews-Cacio_e_Pepe_Cucina_Italiana-Singapore.html,"Italian,Pizza,European",36,$$,"3 Chu Lin Road Bamboo Grove Park, Singapore 669890 Singapore",6567603534,"{""Sunday"":[""1100-1430"",""1800-2030""],""Monday"":[""1100-1430"",""1800-2030""],""Tuesday"":[""1100-1430"",""1800-2030""],""Wednesday"":[""1100-1430"",""1800-2030""],""Thursday"":[""1100-1430"",""1800-2030""],""Friday"":[""1100-1430"",""1800-2030""],""Saturday"":[""1100-1430"",""1800-2030""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0e/ab/fd/af/photo1jpg.jpg,Hillview
Acqua e Farina,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11950833-Reviews-Acqua_e_Farina-Singapore.html,"Italian,PizzaVegetarian Friendly",103,$$,"400 Upper Bukit Timah Road Rail Mall, Singapore 678050 Singapore",6564620926,"{""Sunday"":[""1130-1430"",""1745-2200""],""Monday"":[],""Tuesday"":[""1130-1430"",""1745-2200""],""Wednesday"":[""1130-1430"",""1745-2200""],""Thursday"":[""1130-1430"",""1745-2200""],""Friday"":[""1130-1430"",""1745-2200""],""Saturday"":[""1130-1430"",""1745-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/23/07/ab/photo1jpg.jpg,Bukit Panjang
Spize,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877078-Reviews-Spize-Singapore.html,"Asian,Vegetarian Friendly,Halal",266,$$,"131 Rifle Range Road #03-04, Temasek Club, Singapore 588406 Singapore",6567219474,"{""Sunday"":[""0800-2300""],""Monday"":[""0800-2300""],""Tuesday"":[""0800-2300""],""Wednesday"":[""0800-2300""],""Thursday"":[""0800-2300""],""Friday"":[""0800-2300""],""Saturday"":[""0800-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/0f/71/a9/c1/dinning-area.jpg,Bukit Panjang
Rappu Handroll Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23893684-Reviews-RAPPU_Handroll_Bar-Singapore.html,"Japanese,Bar,Sushi,Pub",1,$$,"52 Duxton Road, Singapore 089516 Singapore",,"{""Sunday"":[""1145-1430"",""1800-2230""],""Monday"":[""1800-2230""],""Tuesday"":[""1145-1430"",""1800-2230""],""Wednesday"":[""1145-1430"",""1800-2230""],""Thursday"":[""1145-1430"",""1800-2230""],""Friday"":[""1145-1430"",""1800-2230""],""Saturday"":[""1145-1430"",""1800-2230""]}",5,https://media-cdn.tripadvisor.com/media/photo-s/22/bd/77/2b/rappu-is-a-handroll-bar.jpg,Bukit Panjang
Amber West Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11747195-Reviews-Amber_West_Restaurant-Singapore.html,"French,International,Asian",13,$$,"1 Choa Chu Kang Grove Ite College West Blk 2, Level 4, ITE College West, Singapore 688236 Singapore",6564310178,"{""Sunday"":[],""Monday"":[""1200-1430""],""Tuesday"":[""1200-1430"",""1800-2030""],""Wednesday"":[""1200-1430"",""1800-2030""],""Thursday"":[""1200-1430"",""1800-2030""],""Friday"":[""1200-1430"",""1800-2030""],""Saturday"":[]}",4.5,https://media-cdn.tripadvisor.com/media/photo-w/1a/ab/fa/32/let-our-chefs-whip-you.jpg,Choa Chu Kang
Chhon Seng Hng Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8786750-Reviews-Choon_Seng_Hng_Restaurant-Singapore.html,Chinese,10,$$,"1 Choa Chu Kang Grove Ite College West Ite College West 02-02, Singapore 688236 Singapore",,"{""Sunday"":[""0900-1800""],""Monday"":[""0900-1800""],""Tuesday"":[""0900-1800""],""Wednesday"":[""0900-1800""],""Thursday"":[""0900-1800""],""Friday"":[""0900-1800""],""Saturday"":[""0900-1800""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/1a/20/55/photo1jpg.jpg,Choa Chu Kang
Yan Palace Restaurant,tripadvisor.com.sg/Restaurant_Review-g294265-d5583593-Reviews-Yan_Palace_Restaurant-Singapore.html,"Chinese,Asian,Cantonese",22,$$,"81 Choa Chu Kang Way Warren Golf & Country Club, Singapore 688263 Singapore",6567606616,"{""Sunday"":[""1000-1415"",""1830-2200""],""Monday"":[""1100-1415"",""1830-2200""],""Tuesday"":[""1100-1415"",""1830-2200""],""Wednesday"":[""1100-1415"",""1830-2200""],""Thursday"":[""1100-1415"",""1830-2200""],""Friday"":[""1100-1415"",""1830-2200""],""Saturday"":[""1100-1415"",""1830-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/31/22/db/deep-fried-oyster-broccoli.jpg,Choa Chu Kang
The Co-op,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19007527-Reviews-The_Co_op_Bukit_Batok-Singapore.html,"Italian,Mexican,American",2,$$,"2 Bukit Batok West Avenue 7 #01-07 A/B HomeTeamNS Bukit Batok, Singapore 659003 Singapore",6562582843,"{""Sunday"":[""1200-2200""],""Monday"":[""1200-2200""],""Tuesday"":[""1200-2200""],""Wednesday"":[""1200-2200""],""Thursday"":[""1200-2200""],""Friday"":[""1200-2200""],""Saturday"":[""1200-2200""]}",2.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/56/67/01/sharing-is-caring.jpg,Bukit Batok
Sarpino's Pizzeria,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423939-Reviews-Sarpino_s_Pizzeria_Bukit_Batok-Singapore.html,Pizza,5,$$,"11 Chu Lin Road Bamboo Grove Park, Singapore 669902 Singapore",6562626767,"{""Sunday"":[""1000-2200""],""Monday"":[""1000-2200""],""Tuesday"":[""1000-2200""],""Wednesday"":[""1000-2200""],""Thursday"":[""1000-2200""],""Friday"":[""1000-2200""],""Saturday"":[""1000-2200""]}",2.5,https://media-cdn.tripadvisor.com/media/photo-s/11/ec/93/19/new-logo.jpg,Bukit Batok
Mooks Thai Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11797713-Reviews-Mooks_Thai_Bistro_Bukit_Batok-Singapore.html,"Asian,Thai",17,$$,"2 Bukit Batok West Avenue 7 #01-09A/B Bukit Batok HomeTeamNS, Singapore 659003 Singapore",6568999188,"{""Sunday"":[""1100-0000""],""Monday"":[""1100-0000""],""Tuesday"":[""1100-0000""],""Wednesday"":[""1100-0000""],""Thursday"":[""1100-0000""],""Friday"":[""1100-0000""],""Saturday"":[""1100-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/a0/55/0e/indoor-dining-area.jpg,Bukit Batok
Gardenasia,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569795-Reviews-Gardenasia-Singapore.html,"Southwestern,Fusion",31,$$,"240 Neo Tiew Crescent, Singapore 718898 Singapore",6568989111,"{""Sunday"":[""1000-1730""],""Monday"":[""""],""Tuesday"":[""""],""Wednesday"":[""1030-1730""],""Thursday"":[""1030-1730""],""Friday"":[""1030-2230""],""Saturday"":[""1030-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/06/cd/e3/6e/beautiful-sunset-at-bistro.jpg,Kranji
Poison Ivy,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940495-Reviews-Poison_ivy-Singapore.html,"Asian,Singaporean,Vegetarian Friendly",75,$$,"100 Neo Tiew Road, Singapore 719026 Singapore",6568985001,"{""Sunday"":[""0900-1800""],""Monday"":[""""],""Tuesday"":[""""],""Wednesday"":[""0900-1800""],""Thursday"":[""0900-1800""],""Friday"":[""0900-1800""],""Saturday"":[""0900-1800""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/06/58/70/img-1546919807030-largejpg.jpg,Kranji
Al-Ameen Eating Corner,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4291322-Reviews-Al_Ameen_Eating_Corner-Singapore.html,"Indian,Asian,Singaporean",36,$$,"30 Woodlands Avenue 1 #01-10 the Woodgrove, Singapore 739065 Singapore",6563661740,"{""Sunday"":[""0800-1330""],""Monday"":[""1100-1330""],""Tuesday"":[""1100-1330""],""Wednesday"":[""1100-1330""],""Thursday"":[""1100-1330""],""Friday"":[""1100-1330""],""Saturday"":[""1100-1330""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0b/de/67/80/dessert-that-looks-smaller.jpg,Woodlands
Citrus By The Pool,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11670696-Reviews-Citrus_By_The_Pool-Singapore.html,"Cafe,Fusion",101,$$,"Woodlands Street 13 Woodlands Swimming Complex 13 Woodlands Swimming Complex, Singapore 738600 Singapore",6563666581,"{""Sunday"":[""1100-0300""],""Monday"":[""1100-0300""],""Tuesday"":[""1100-0300""],""Wednesday"":[""1100-0300""],""Thursday"":[""1100-0300""],""Friday"":[""1100-0300""],""Saturday"":[""1100-0300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/23/19/11/7c/citrus-by-the-pool-interior.jpg,Woodlands
Madras New Woodlands,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146789-Reviews-Madras_New_Woodlands-Singapore.html,"Indian,Vegetarian Friendly,Vegan Options",230,$$,"12-14 Upper Dickson Rd Little India, Singapore 207474 Singapore",6562971594,"{""Sunday"":[""0730-2230""],""Monday"":[""0730-2230""],""Tuesday"":[""0730-2230""],""Wednesday"":[""0730-2230""],""Thursday"":[""0730-2230""],""Friday"":[""0730-2230""],""Saturday"":[""0730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/e7/6d/93/photo0jpg.jpg,Woodlands
Auntie Kim's Korean Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d812027-Reviews-Auntie_Kim_s_Korean_Restaurant-Singapore.html,"Asian,Korean",55,$$,"265 Upper Thomson Road Soo Chow Garden, Singapore 574392 Singapore",6564522112,"{""Sunday"":[""1400-0000""],""Monday"":[""1400-0000""],""Tuesday"":[""1400-0000""],""Wednesday"":[""1400-0000""],""Thursday"":[""1400-0000""],""Friday"":[""1400-0200""],""Saturday"":[""1400-0200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0e/fa/bc/95/photo1jpg.jpg,Upper Thomson
